Age,Sex,Employment_Status,Education_Level,id,age_char,age_char_disk,sex_disk,employment_status_disk,education_level_disk
32,Female,Employed,PhD,2637,32,32,Female,Employed,Diskretioneret
32,Female,Retired,Bachelor's Degree,500,32,32,Female,Retired,Bachelor's Degree
32,Female,Retired,Bachelor's Degree,879,32,32,Female,Retired,Bachelor's Degree
32,Female,Retired,Bachelor's Degree,1237,32,32,Female,Retired,Bachelor's Degree
32,Female,Retired,High School,158,32,32,Female,Retired,Diskretioneret
32,Female,Retired,Master's Degree,1570,32,32,Female,Retired,Diskretioneret
32,Female,Retired,Master's Degree,1665,32,32,Female,Retired,Diskretioneret
32,Female,Retired,PhD,1009,32,32,Female,Retired,Diskretioneret
32,Female,Student,Associate's Degree,2,32,32,Female,Student,Associate's Degree
32,Female,Student,Associate's Degree,908,32,32,Female,Student,Associate's Degree
32,Female,Student,Associate's Degree,1331,32,32,Female,Student,Associate's Degree
32,Female,Student,Associate's Degree,2486,32,32,Female,Student,Associate's Degree
32,Female,Student,Associate's Degree,2623,32,32,Female,Student,Associate's Degree
32,Female,Student,Master's Degree,1550,32,32,Female,Student,Diskretioneret
32,Female,Student,Master's Degree,2620,32,32,Female,Student,Diskretioneret
32,Female,Student,PhD,2141,32,32,Female,Student,Diskretioneret
32,Female,Unemployed,Associate's Degree,40,32,32,Female,Unemployed,Diskretioneret
32,Female,Unemployed,High School,1948,32,32,Female,Unemployed,Diskretioneret
32,Female,Unemployed,Master's Degree,2113,32,32,Female,Unemployed,Master's Degree
32,Female,Unemployed,Master's Degree,2392,32,32,Female,Unemployed,Master's Degree
32,Female,Unemployed,Master's Degree,2532,32,32,Female,Unemployed,Master's Degree
32,Female,Unemployed,PhD,151,32,32,Female,Unemployed,Diskretioneret
32,Female,Unemployed,PhD,2307,32,32,Female,Unemployed,Diskretioneret
32,Male,Employed,Master's Degree,1215,32,32,Male,Diskretioneret,Master's Degree
32,Male,Retired,Associate's Degree,1073,32,32,Male,Retired,Diskretioneret
32,Male,Retired,Associate's Degree,1115,32,32,Male,Retired,Diskretioneret
32,Male,Retired,Associate's Degree,1650,32,32,Male,Retired,Diskretioneret
32,Male,Retired,Bachelor's Degree,1300,32,32,Male,Retired,Bachelor's Degree
32,Male,Retired,Bachelor's Degree,2456,32,32,Male,Retired,Bachelor's Degree
32,Male,Retired,Bachelor's Degree,2859,32,32,Male,Retired,Bachelor's Degree
32,Male,Retired,High School,2040,32,32,Male,Retired,Diskretioneret
32,Male,Retired,Master's Degree,572,32,32,Male,Retired,Master's Degree
32,Male,Retired,Master's Degree,732,32,32,Male,Retired,Master's Degree
32,Male,Retired,Master's Degree,1369,32,32,Male,Retired,Master's Degree
32,Male,Retired,Master's Degree,1892,32,32,Male,Retired,Master's Degree
32,Male,Student,Associate's Degree,126,32,32,Male,Student,Associate's Degree
32,Male,Student,Associate's Degree,874,32,32,Male,Student,Associate's Degree
32,Male,Student,Associate's Degree,2481,32,32,Male,Student,Associate's Degree
32,Male,Student,Bachelor's Degree,934,32,32,Male,Student,Diskretioneret
32,Male,Student,Bachelor's Degree,2395,32,32,Male,Student,Diskretioneret
32,Male,Student,High School,948,32,32,Male,Student,High School
32,Male,Student,High School,1340,32,32,Male,Student,High School
32,Male,Student,High School,2968,32,32,Male,Student,High School
32,Male,Student,Master's Degree,1086,32,32,Male,Student,Diskretioneret
32,Male,Student,PhD,72,32,32,Male,Student,Diskretioneret
32,Male,Student,PhD,880,32,32,Male,Student,Diskretioneret
32,Male,Unemployed,Bachelor's Degree,799,32,32,Male,Diskretioneret,Diskretioneret
32,Male,Unemployed,Bachelor's Degree,875,32,32,Male,Diskretioneret,Diskretioneret
32,Male,Unemployed,High School,2680,32,32,Male,Diskretioneret,Diskretioneret
32,Male,Unemployed,Master's Degree,2344,32,32,Male,Diskretioneret,Master's Degree
32,Male,Unemployed,Master's Degree,2739,32,32,Male,Diskretioneret,Master's Degree
33,Female,Employed,Associate's Degree,1207,33,33,Female,Employed,Diskretioneret
33,Female,Employed,High School,2934,33,33,Female,Employed,Diskretioneret
33,Female,Employed,Master's Degree,2815,33,33,Female,Employed,Diskretioneret
33,Female,Employed,PhD,1448,33,33,Female,Employed,PhD
33,Female,Employed,PhD,2292,33,33,Female,Employed,PhD
33,Female,Employed,PhD,2992,33,33,Female,Employed,PhD
33,Female,Retired,Associate's Degree,755,33,33,Female,Retired,Diskretioneret
33,Female,Retired,Bachelor's Degree,2283,33,33,Female,Retired,Diskretioneret
33,Female,Retired,Bachelor's Degree,2454,33,33,Female,Retired,Diskretioneret
33,Female,Retired,High School,170,33,33,Female,Retired,High School
33,Female,Retired,High School,1736,33,33,Female,Retired,High School
33,Female,Retired,High School,1972,33,33,Female,Retired,High School
33,Female,Retired,High School,2686,33,33,Female,Retired,High School
33,Female,Retired,Master's Degree,1364,33,33,Female,Retired,Master's Degree
33,Female,Retired,Master's Degree,2485,33,33,Female,Retired,Master's Degree
33,Female,Retired,Master's Degree,2654,33,33,Female,Retired,Master's Degree
33,Female,Retired,PhD,1690,33,33,Female,Retired,Diskretioneret
33,Female,Student,Associate's Degree,703,33,33,Female,Student,Associate's Degree
33,Female,Student,Associate's Degree,1134,33,33,Female,Student,Associate's Degree
33,Female,Student,Associate's Degree,1391,33,33,Female,Student,Associate's Degree
33,Female,Student,Associate's Degree,2335,33,33,Female,Student,Associate's Degree
33,Female,Student,High School,1812,33,33,Female,Student,Diskretioneret
33,Female,Student,High School,1889,33,33,Female,Student,Diskretioneret
33,Female,Student,PhD,1266,33,33,Female,Student,Diskretioneret
33,Female,Unemployed,Bachelor's Degree,1264,33,33,Female,Unemployed,Diskretioneret
33,Female,Unemployed,Bachelor's Degree,2186,33,33,Female,Unemployed,Diskretioneret
33,Female,Unemployed,Master's Degree,485,33,33,Female,Unemployed,Diskretioneret
33,Male,Employed,Bachelor's Degree,587,33,33,Male,Employed,Diskretioneret
33,Male,Employed,Bachelor's Degree,1319,33,33,Male,Employed,Diskretioneret
33,Male,Employed,High School,2174,33,33,Male,Employed,Diskretioneret
33,Male,Employed,Master's Degree,2499,33,33,Male,Employed,Diskretioneret
33,Male,Retired,Associate's Degree,1169,33,33,Male,Retired,Diskretioneret
33,Male,Retired,High School,78,33,33,Male,Retired,Diskretioneret
33,Male,Retired,High School,1460,33,33,Male,Retired,Diskretioneret
33,Male,Retired,Master's Degree,242,33,33,Male,Retired,Diskretioneret
33,Male,Retired,PhD,385,33,33,Male,Retired,Diskretioneret
33,Male,Retired,PhD,2349,33,33,Male,Retired,Diskretioneret
33,Male,Student,Associate's Degree,203,33,33,Male,Student,Diskretioneret
33,Male,Student,Associate's Degree,782,33,33,Male,Student,Diskretioneret
33,Male,Student,Associate's Degree,2566,33,33,Male,Student,Diskretioneret
33,Male,Student,High School,498,33,33,Male,Student,Diskretioneret
33,Male,Unemployed,Bachelor's Degree,2564,33,33,Male,Unemployed,Diskretioneret
33,Male,Unemployed,Master's Degree,480,33,33,Male,Unemployed,Diskretioneret
33,Male,Unemployed,Master's Degree,598,33,33,Male,Unemployed,Diskretioneret
33,Male,Unemployed,PhD,1349,33,33,Male,Unemployed,Diskretioneret
34,Female,Employed,Associate's Degree,142,34,34,Female,Employed,Associate's Degree
34,Female,Employed,Associate's Degree,347,34,34,Female,Employed,Associate's Degree
34,Female,Employed,Associate's Degree,631,34,34,Female,Employed,Associate's Degree
34,Female,Employed,Associate's Degree,1162,34,34,Female,Employed,Associate's Degree
34,Female,Employed,Bachelor's Degree,2927,34,34,Female,Employed,Diskretioneret
34,Female,Employed,High School,2876,34,34,Female,Employed,Diskretioneret
34,Female,Employed,Master's Degree,426,34,34,Female,Employed,Diskretioneret
34,Female,Employed,PhD,1769,34,34,Female,Employed,Diskretioneret
34,Female,Employed,PhD,2045,34,34,Female,Employed,Diskretioneret
34,Female,Retired,Associate's Degree,1014,34,34,Female,Retired,Diskretioneret
34,Female,Retired,Associate's Degree,2220,34,34,Female,Retired,Diskretioneret
34,Female,Retired,Bachelor's Degree,1678,34,34,Female,Retired,Diskretioneret
34,Female,Retired,Bachelor's Degree,2254,34,34,Female,Retired,Diskretioneret
34,Female,Retired,High School,992,34,34,Female,Retired,Diskretioneret
34,Female,Retired,High School,1328,34,34,Female,Retired,Diskretioneret
34,Female,Student,Associate's Degree,1147,34,34,Female,Student,Diskretioneret
34,Female,Student,Bachelor's Degree,2651,34,34,Female,Student,Diskretioneret
34,Female,Student,High School,926,34,34,Female,Student,Diskretioneret
34,Female,Student,PhD,1001,34,34,Female,Student,PhD
34,Female,Student,PhD,1377,34,34,Female,Student,PhD
34,Female,Student,PhD,2806,34,34,Female,Student,PhD
34,Female,Unemployed,Associate's Degree,1501,34,34,Female,Unemployed,Diskretioneret
34,Female,Unemployed,Associate's Degree,1939,34,34,Female,Unemployed,Diskretioneret
34,Female,Unemployed,Bachelor's Degree,319,34,34,Female,Unemployed,Diskretioneret
34,Female,Unemployed,High School,441,34,34,Female,Unemployed,High School
34,Female,Unemployed,High School,2377,34,34,Female,Unemployed,High School
34,Female,Unemployed,High School,2865,34,34,Female,Unemployed,High School
34,Female,Unemployed,PhD,1427,34,34,Female,Unemployed,Diskretioneret
34,Male,Employed,Associate's Degree,721,34,34,Male,Employed,Associate's Degree
34,Male,Employed,Associate's Degree,1864,34,34,Male,Employed,Associate's Degree
34,Male,Employed,Associate's Degree,1924,34,34,Male,Employed,Associate's Degree
34,Male,Employed,Bachelor's Degree,1495,34,34,Male,Employed,Diskretioneret
34,Male,Employed,Bachelor's Degree,2638,34,34,Male,Employed,Diskretioneret
34,Male,Employed,Master's Degree,35,34,34,Male,Employed,Diskretioneret
34,Male,Employed,Master's Degree,2478,34,34,Male,Employed,Diskretioneret
34,Male,Employed,PhD,813,34,34,Male,Employed,Diskretioneret
34,Male,Employed,PhD,1439,34,34,Male,Employed,Diskretioneret
34,Male,Retired,Associate's Degree,2067,34,34,Male,Retired,Diskretioneret
34,Male,Retired,Associate's Degree,2768,34,34,Male,Retired,Diskretioneret
34,Male,Retired,Bachelor's Degree,360,34,34,Male,Retired,Bachelor's Degree
34,Male,Retired,Bachelor's Degree,1766,34,34,Male,Retired,Bachelor's Degree
34,Male,Retired,Bachelor's Degree,1838,34,34,Male,Retired,Bachelor's Degree
34,Male,Retired,High School,2055,34,34,Male,Retired,Diskretioneret
34,Male,Retired,PhD,520,34,34,Male,Retired,Diskretioneret
34,Male,Retired,PhD,1791,34,34,Male,Retired,Diskretioneret
34,Male,Student,Associate's Degree,460,34,34,Male,Student,Diskretioneret
34,Male,Student,Associate's Degree,1861,34,34,Male,Student,Diskretioneret
34,Male,Student,Bachelor's Degree,1087,34,34,Male,Student,Diskretioneret
34,Male,Student,Master's Degree,745,34,34,Male,Student,Diskretioneret
34,Male,Student,Master's Degree,1654,34,34,Male,Student,Diskretioneret
34,Male,Student,PhD,1604,34,34,Male,Student,Diskretioneret
34,Male,Unemployed,Associate's Degree,1882,34,34,Male,Unemployed,Diskretioneret
34,Male,Unemployed,High School,303,34,34,Male,Unemployed,Diskretioneret
34,Male,Unemployed,High School,2401,34,34,Male,Unemployed,Diskretioneret
34,Male,Unemployed,High School,2660,34,34,Male,Unemployed,Diskretioneret
34,Male,Unemployed,Master's Degree,89,34,34,Male,Unemployed,Diskretioneret
35,Female,Employed,Associate's Degree,370,35,35,Female,Employed,Associate's Degree
35,Female,Employed,Associate's Degree,462,35,35,Female,Employed,Associate's Degree
35,Female,Employed,Associate's Degree,2506,35,35,Female,Employed,Associate's Degree
35,Female,Employed,Bachelor's Degree,1081,35,35,Female,Employed,Diskretioneret
35,Female,Employed,High School,2278,35,35,Female,Employed,Diskretioneret
35,Female,Employed,Master's Degree,1030,35,35,Female,Employed,Diskretioneret
35,Female,Employed,PhD,862,35,35,Female,Employed,PhD
35,Female,Employed,PhD,1080,35,35,Female,Employed,PhD
35,Female,Employed,PhD,1102,35,35,Female,Employed,PhD
35,Female,Employed,PhD,1566,35,35,Female,Employed,PhD
35,Female,Retired,Associate's Degree,2346,35,35,Female,Retired,Diskretioneret
35,Female,Retired,Bachelor's Degree,1881,35,35,Female,Retired,Diskretioneret
35,Female,Retired,Bachelor's Degree,2243,35,35,Female,Retired,Diskretioneret
35,Female,Retired,Master's Degree,1681,35,35,Female,Retired,Diskretioneret
35,Female,Retired,PhD,1305,35,35,Female,Retired,PhD
35,Female,Retired,PhD,1553,35,35,Female,Retired,PhD
35,Female,Retired,PhD,2931,35,35,Female,Retired,PhD
35,Female,Student,Master's Degree,439,35,35,Female,Student,Diskretioneret
35,Female,Student,Master's Degree,2522,35,35,Female,Student,Diskretioneret
35,Female,Student,PhD,2887,35,35,Female,Student,Diskretioneret
35,Female,Unemployed,Associate's Degree,1506,35,35,Female,Unemployed,Associate's Degree
35,Female,Unemployed,Associate's Degree,2086,35,35,Female,Unemployed,Associate's Degree
35,Female,Unemployed,Associate's Degree,2958,35,35,Female,Unemployed,Associate's Degree
35,Female,Unemployed,Bachelor's Degree,1911,35,35,Female,Unemployed,Diskretioneret
35,Female,Unemployed,Master's Degree,1043,35,35,Female,Unemployed,Diskretioneret
35,Female,Unemployed,PhD,1355,35,35,Female,Unemployed,Diskretioneret
35,Male,Employed,Bachelor's Degree,2007,35,35,Male,Diskretioneret,Diskretioneret
35,Male,Employed,Master's Degree,1556,35,35,Male,Diskretioneret,Diskretioneret
35,Male,Employed,Master's Degree,2978,35,35,Male,Diskretioneret,Diskretioneret
35,Male,Employed,PhD,1484,35,35,Male,Diskretioneret,Diskretioneret
35,Male,Retired,Associate's Degree,2851,35,35,Male,Retired,Diskretioneret
35,Male,Retired,Bachelor's Degree,1017,35,35,Male,Retired,Diskretioneret
35,Male,Retired,Bachelor's Degree,2286,35,35,Male,Retired,Diskretioneret
35,Male,Retired,High School,2014,35,35,Male,Retired,Diskretioneret
35,Male,Retired,Master's Degree,358,35,35,Male,Retired,Diskretioneret
35,Male,Retired,Master's Degree,617,35,35,Male,Retired,Diskretioneret
35,Male,Retired,PhD,1050,35,35,Male,Retired,Diskretioneret
35,Male,Student,Associate's Degree,1582,35,35,Male,Student,Diskretioneret
35,Male,Student,Bachelor's Degree,519,35,35,Male,Student,Diskretioneret
35,Male,Student,Bachelor's Degree,2464,35,35,Male,Student,Diskretioneret
35,Male,Student,Master's Degree,251,35,35,Male,Student,Diskretioneret
35,Male,Student,PhD,65,35,35,Male,Student,Diskretioneret
35,Male,Student,PhD,2365,35,35,Male,Student,Diskretioneret
35,Male,Unemployed,High School,339,35,35,Male,Diskretioneret,Diskretioneret
36,Female,Employed,Associate's Degree,1661,36,36,Female,Employed,Diskretioneret
36,Female,Employed,Bachelor's Degree,2325,36,36,Female,Employed,Diskretioneret
36,Female,Employed,Master's Degree,844,36,36,Female,Employed,Diskretioneret
36,Female,Employed,Master's Degree,2189,36,36,Female,Employed,Diskretioneret
36,Female,Retired,Associate's Degree,2717,36,36,Female,Retired,Diskretioneret
36,Female,Retired,Bachelor's Degree,800,36,36,Female,Retired,Bachelor's Degree
36,Female,Retired,Bachelor's Degree,1648,36,36,Female,Retired,Bachelor's Degree
36,Female,Retired,Bachelor's Degree,1743,36,36,Female,Retired,Bachelor's Degree
36,Female,Retired,High School,541,36,36,Female,Retired,Diskretioneret
36,Female,Retired,High School,1056,36,36,Female,Retired,Diskretioneret
36,Female,Retired,Master's Degree,501,36,36,Female,Retired,Master's Degree
36,Female,Retired,Master's Degree,1006,36,36,Female,Retired,Master's Degree
36,Female,Retired,Master's Degree,1358,36,36,Female,Retired,Master's Degree
36,Female,Student,Associate's Degree,588,36,36,Female,Student,Associate's Degree
36,Female,Student,Associate's Degree,1356,36,36,Female,Student,Associate's Degree
36,Female,Student,Associate's Degree,1435,36,36,Female,Student,Associate's Degree
36,Female,Student,Bachelor's Degree,1670,36,36,Female,Student,Diskretioneret
36,Female,Student,High School,1735,36,36,Female,Student,High School
36,Female,Student,High School,1964,36,36,Female,Student,High School
36,Female,Student,High School,2361,36,36,Female,Student,High School
36,Female,Student,PhD,2210,36,36,Female,Student,Diskretioneret
36,Female,Student,PhD,2468,36,36,Female,Student,Diskretioneret
36,Female,Unemployed,High School,1804,36,36,Female,Unemployed,Diskretioneret
36,Female,Unemployed,High School,2299,36,36,Female,Unemployed,Diskretioneret
36,Female,Unemployed,Master's Degree,1361,36,36,Female,Unemployed,Diskretioneret
36,Female,Unemployed,PhD,2421,36,36,Female,Unemployed,Diskretioneret
36,Female,Unemployed,PhD,2967,36,36,Female,Unemployed,Diskretioneret
36,Male,Employed,Bachelor's Degree,422,36,36,Male,Employed,Diskretioneret
36,Male,Employed,Bachelor's Degree,1761,36,36,Male,Employed,Diskretioneret
36,Male,Employed,High School,2179,36,36,Male,Employed,Diskretioneret
36,Male,Employed,High School,2358,36,36,Male,Employed,Diskretioneret
36,Male,Employed,PhD,1026,36,36,Male,Employed,PhD
36,Male,Employed,PhD,1458,36,36,Male,Employed,PhD
36,Male,Employed,PhD,2435,36,36,Male,Employed,PhD
36,Male,Retired,Bachelor's Degree,2756,36,36,Male,Retired,Diskretioneret
36,Male,Retired,High School,1552,36,36,Male,Retired,Diskretioneret
36,Male,Retired,PhD,1618,36,36,Male,Retired,Diskretioneret
36,Male,Retired,PhD,2547,36,36,Male,Retired,Diskretioneret
36,Male,Student,Associate's Degree,829,36,36,Male,Student,Diskretioneret
36,Male,Student,Associate's Degree,1497,36,36,Male,Student,Diskretioneret
36,Male,Student,Bachelor's Degree,1437,36,36,Male,Student,Diskretioneret
36,Male,Student,Bachelor's Degree,2930,36,36,Male,Student,Diskretioneret
36,Male,Student,Master's Degree,471,36,36,Male,Student,Diskretioneret
36,Male,Student,Master's Degree,2262,36,36,Male,Student,Diskretioneret
36,Male,Unemployed,Associate's Degree,1231,36,36,Male,Unemployed,Diskretioneret
36,Male,Unemployed,Associate's Degree,1845,36,36,Male,Unemployed,Diskretioneret
36,Male,Unemployed,Master's Degree,32,36,36,Male,Unemployed,Master's Degree
36,Male,Unemployed,Master's Degree,1509,36,36,Male,Unemployed,Master's Degree
36,Male,Unemployed,Master's Degree,2211,36,36,Male,Unemployed,Master's Degree
36,Male,Unemployed,PhD,181,36,36,Male,Unemployed,Diskretioneret
36,Male,Unemployed,PhD,191,36,36,Male,Unemployed,Diskretioneret
37,Female,Employed,Associate's Degree,449,37,37,Female,Employed,Diskretioneret
37,Female,Employed,Bachelor's Degree,2689,37,37,Female,Employed,Diskretioneret
37,Female,Employed,High School,2974,37,37,Female,Employed,Diskretioneret
37,Female,Employed,PhD,521,37,37,Female,Employed,PhD
37,Female,Employed,PhD,644,37,37,Female,Employed,PhD
37,Female,Employed,PhD,1967,37,37,Female,Employed,PhD
37,Female,Retired,Bachelor's Degree,286,37,37,Female,Retired,Bachelor's Degree
37,Female,Retired,Bachelor's Degree,1038,37,37,Female,Retired,Bachelor's Degree
37,Female,Retired,Bachelor's Degree,2852,37,37,Female,Retired,Bachelor's Degree
37,Female,Retired,High School,2780,37,37,Female,Retired,Diskretioneret
37,Female,Retired,Master's Degree,1593,37,37,Female,Retired,Diskretioneret
37,Female,Retired,PhD,2168,37,37,Female,Retired,Diskretioneret
37,Female,Student,Associate's Degree,313,37,37,Female,Student,Diskretioneret
37,Female,Student,High School,1148,37,37,Female,Student,Diskretioneret
37,Female,Student,Master's Degree,1853,37,37,Female,Student,Diskretioneret
37,Female,Student,PhD,612,37,37,Female,Student,Diskretioneret
37,Female,Student,PhD,1157,37,37,Female,Student,Diskretioneret
37,Female,Unemployed,Associate's Degree,1190,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,Associate's Degree,1836,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,Bachelor's Degree,322,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,Bachelor's Degree,1751,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,High School,208,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,High School,1992,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,Master's Degree,140,37,37,Female,Unemployed,Diskretioneret
37,Female,Unemployed,Master's Degree,451,37,37,Female,Unemployed,Diskretioneret
37,Male,Employed,High School,779,37,37,Male,Employed,Diskretioneret
37,Male,Employed,Master's Degree,1603,37,37,Male,Employed,Diskretioneret
37,Male,Employed,PhD,1099,37,37,Male,Employed,Diskretioneret
37,Male,Retired,Associate's Degree,219,37,37,Male,Retired,Diskretioneret
37,Male,Retired,Bachelor's Degree,1018,37,37,Male,Retired,Diskretioneret
37,Male,Retired,High School,453,37,37,Male,Retired,Diskretioneret
37,Male,Student,High School,357,37,37,Male,Student,High School
37,Male,Student,High School,927,37,37,Male,Student,High School
37,Male,Student,High School,2950,37,37,Male,Student,High School
37,Male,Unemployed,Bachelor's Degree,649,37,37,Male,Unemployed,Diskretioneret
37,Male,Unemployed,Bachelor's Degree,693,37,37,Male,Unemployed,Diskretioneret
37,Male,Unemployed,High School,2312,37,37,Male,Unemployed,Diskretioneret
37,Male,Unemployed,Master's Degree,2929,37,37,Male,Unemployed,Diskretioneret
37,Male,Unemployed,PhD,790,37,37,Male,Unemployed,Diskretioneret
37,Male,Unemployed,PhD,1371,37,37,Male,Unemployed,Diskretioneret
38,Female,Employed,High School,2659,38,38,Female,Employed,Diskretioneret
38,Female,Employed,Master's Degree,225,38,38,Female,Employed,Diskretioneret
38,Female,Employed,PhD,1706,38,38,Female,Employed,Diskretioneret
38,Female,Employed,PhD,1832,38,38,Female,Employed,Diskretioneret
38,Female,Retired,Associate's Degree,856,38,38,Female,Retired,Diskretioneret
38,Female,Retired,Associate's Degree,2105,38,38,Female,Retired,Diskretioneret
38,Female,Retired,Associate's Degree,2207,38,38,Female,Retired,Diskretioneret
38,Female,Retired,Master's Degree,1354,38,38,Female,Retired,Diskretioneret
38,Female,Retired,PhD,1426,38,38,Female,Retired,Diskretioneret
38,Female,Student,Associate's Degree,1272,38,38,Female,Student,Diskretioneret
38,Female,Student,Bachelor's Degree,1166,38,38,Female,Student,Diskretioneret
38,Female,Student,High School,2558,38,38,Female,Student,Diskretioneret
38,Female,Unemployed,High School,337,38,38,Female,Unemployed,Diskretioneret
38,Female,Unemployed,High School,976,38,38,Female,Unemployed,Diskretioneret
38,Female,Unemployed,High School,1703,38,38,Female,Unemployed,Diskretioneret
38,Female,Unemployed,High School,2340,38,38,Female,Unemployed,Diskretioneret
38,Female,Unemployed,PhD,622,38,38,Female,Unemployed,Diskretioneret
38,Male,Employed,Associate's Degree,127,38,38,Male,Employed,Diskretioneret
38,Male,Employed,High School,71,38,38,Male,Employed,Diskretioneret
38,Male,Employed,High School,954,38,38,Male,Employed,Diskretioneret
38,Male,Employed,Master's Degree,1862,38,38,Male,Employed,Diskretioneret
38,Male,Retired,Associate's Degree,1067,38,38,Male,Retired,Diskretioneret
38,Male,Retired,Bachelor's Degree,1694,38,38,Male,Retired,Diskretioneret
38,Male,Retired,Master's Degree,2861,38,38,Male,Retired,Diskretioneret
38,Male,Retired,Master's Degree,2946,38,38,Male,Retired,Diskretioneret
38,Male,Retired,PhD,173,38,38,Male,Retired,Diskretioneret
38,Male,Retired,PhD,425,38,38,Male,Retired,Diskretioneret
38,Male,Student,Bachelor's Degree,1187,38,38,Male,Student,Diskretioneret
38,Male,Student,Bachelor's Degree,2237,38,38,Male,Student,Diskretioneret
38,Male,Student,High School,1805,38,38,Male,Student,Diskretioneret
38,Male,Student,High School,2961,38,38,Male,Student,Diskretioneret
38,Male,Student,PhD,2744,38,38,Male,Student,Diskretioneret
38,Male,Unemployed,Associate's Degree,1756,38,38,Male,Unemployed,Associate's Degree
38,Male,Unemployed,Associate's Degree,1841,38,38,Male,Unemployed,Associate's Degree
38,Male,Unemployed,Associate's Degree,2572,38,38,Male,Unemployed,Associate's Degree
38,Male,Unemployed,High School,307,38,38,Male,Unemployed,Diskretioneret
38,Male,Unemployed,High School,1034,38,38,Male,Unemployed,Diskretioneret
38,Male,Unemployed,PhD,1935,38,38,Male,Unemployed,Diskretioneret
38,Male,Unemployed,PhD,1973,38,38,Male,Unemployed,Diskretioneret
39,Female,Employed,Associate's Degree,2076,39,39,Female,Employed,Diskretioneret
39,Female,Employed,Bachelor's Degree,1899,39,39,Female,Employed,Diskretioneret
39,Female,Employed,Bachelor's Degree,2537,39,39,Female,Employed,Diskretioneret
39,Female,Employed,Master's Degree,2684,39,39,Female,Employed,Diskretioneret
39,Female,Employed,PhD,2378,39,39,Female,Employed,Diskretioneret
39,Female,Retired,Associate's Degree,949,39,39,Female,Retired,Diskretioneret
39,Female,Retired,Bachelor's Degree,574,39,39,Female,Retired,Diskretioneret
39,Female,Retired,High School,2159,39,39,Female,Retired,Diskretioneret
39,Female,Retired,Master's Degree,215,39,39,Female,Retired,Master's Degree
39,Female,Retired,Master's Degree,1397,39,39,Female,Retired,Master's Degree
39,Female,Retired,Master's Degree,2527,39,39,Female,Retired,Master's Degree
39,Female,Student,Bachelor's Degree,2738,39,39,Female,Student,Diskretioneret
39,Female,Student,High School,702,39,39,Female,Student,Diskretioneret
39,Female,Student,Master's Degree,477,39,39,Female,Student,Diskretioneret
39,Female,Student,Master's Degree,1959,39,39,Female,Student,Diskretioneret
39,Female,Unemployed,Bachelor's Degree,1055,39,39,Female,Unemployed,Diskretioneret
39,Female,Unemployed,Master's Degree,1160,39,39,Female,Unemployed,Diskretioneret
39,Female,Unemployed,Master's Degree,1592,39,39,Female,Unemployed,Diskretioneret
39,Female,Unemployed,PhD,1532,39,39,Female,Unemployed,Diskretioneret
39,Male,Employed,Associate's Degree,1220,39,39,Male,Employed,Diskretioneret
39,Male,Employed,Bachelor's Degree,1327,39,39,Male,Employed,Diskretioneret
39,Male,Employed,High School,84,39,39,Male,Employed,Diskretioneret
39,Male,Employed,Master's Degree,1146,39,39,Male,Employed,Diskretioneret
39,Male,Retired,Associate's Degree,1337,39,39,Male,Retired,Diskretioneret
39,Male,Retired,Associate's Degree,1622,39,39,Male,Retired,Diskretioneret
39,Male,Retired,Bachelor's Degree,1555,39,39,Male,Retired,Diskretioneret
39,Male,Retired,High School,1894,39,39,Male,Retired,Diskretioneret
39,Male,Student,Associate's Degree,2002,39,39,Male,Student,Diskretioneret
39,Male,Student,Bachelor's Degree,1401,39,39,Male,Student,Diskretioneret
39,Male,Student,Master's Degree,85,39,39,Male,Student,Diskretioneret
39,Male,Student,PhD,2799,39,39,Male,Student,Diskretioneret
39,Male,Unemployed,Associate's Degree,705,39,39,Male,Unemployed,Diskretioneret
39,Male,Unemployed,Bachelor's Degree,409,39,39,Male,Unemployed,Diskretioneret
39,Male,Unemployed,High School,137,39,39,Male,Unemployed,Diskretioneret
39,Male,Unemployed,Master's Degree,102,39,39,Male,Unemployed,Diskretioneret
39,Male,Unemployed,Master's Degree,1912,39,39,Male,Unemployed,Diskretioneret
39,Male,Unemployed,PhD,2380,39,39,Male,Unemployed,Diskretioneret
40,Female,Employed,Associate's Degree,1910,40,40,Female,Employed,Diskretioneret
40,Female,Employed,Bachelor's Degree,154,40,40,Female,Employed,Diskretioneret
40,Female,Employed,Bachelor's Degree,1259,40,40,Female,Employed,Diskretioneret
40,Female,Employed,High School,48,40,40,Female,Employed,High School
40,Female,Employed,High School,392,40,40,Female,Employed,High School
40,Female,Employed,High School,1444,40,40,Female,Employed,High School
40,Female,Employed,Master's Degree,2412,40,40,Female,Employed,Diskretioneret
40,Female,Employed,PhD,1114,40,40,Female,Employed,Diskretioneret
40,Female,Retired,Associate's Degree,806,40,40,Female,Retired,Diskretioneret
40,Female,Retired,Associate's Degree,1423,40,40,Female,Retired,Diskretioneret
40,Female,Retired,Bachelor's Degree,264,40,40,Female,Retired,Diskretioneret
